,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,BiEncScore,CrossEncScore,Alternates_CE_Top3,IsConfident
2,Acradis PAA Salary,Design Management,Design Manager - North,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Manager - North,Design manager,Ro_50_10_22,0.5543,-3.6704,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.777615547180176}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.7109551429748535}]",False
618,Jacobs PAA Salary,ITS (Surface),ITS CAD lead,Classification: Jacobs PAA Salary | Discipline: ITS (Surface) | Position: ITS CAD lead,Architectural technologist,Ro_50_10_05,0.4286,-10.2503,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -10.293716430664062}, {'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'ce_score': -10.392992973327637}]",False
619,Jacobs PAA Salary,Structures,Associate Bridge Engineer (Structures),Classification: Jacobs PAA Salary | Discipline: Structures | Position: Associate Bridge Engineer (Structures),Bridge engineer,Ro_50_20_06,0.644,-3.6728,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.512038230895996}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -6.561304092407227}]",False
620,Jacobs PAA Salary,Pavements,Pavement Engineer,Classification: Jacobs PAA Salary | Discipline: Pavements | Position: Pavement Engineer,Traffic engineer,Ro_50_20_90,0.5042,-5.0115,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.263425827026367}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -5.720356464385986}]",False
621,Jacobs PAA Salary,Structures,Bridge engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Bridge engineer,Bridge engineer,Ro_50_20_06,0.6185,-2.8367,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.4414873123168945}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.68302059173584}]",False
622,Jacobs PAA Salary,Building Structures,Building Structures Senior Engineer,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Building Structures Senior Engineer,Building services engineer,Ro_50_20_08,0.5497,-3.9041,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.394463539123535}, {'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'ce_score': -5.68619441986084}]",False
623,Jacobs PAA Salary,Digital Engineering,BIM Lead - Building Structures,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: BIM Lead - Building Structures,Construction lead,Ro_30_50_19,0.5174,-5.9783,"[{'title': 'Design lead', 'code': 'Ro_30_50_25', 'ce_score': -6.891918659210205}, {'title': 'Project lead', 'code': 'Ro_30_50_70', 'ce_score': -7.124525547027588}]",False
624,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
625,Jacobs PAA Salary,Drainage,Drainage Engineer,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Drainage Engineer,Drainage engineer,Ro_50_20_28,0.6588,-1.3185,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -6.973073482513428}, {'title': 'Irrigation consultant', 'code': 'Ro_50_30_42', 'ce_score': -7.858554840087891}]",False
626,Jacobs PAA Salary,Pavements,Pavement Engineer,Classification: Jacobs PAA Salary | Discipline: Pavements | Position: Pavement Engineer,Traffic engineer,Ro_50_20_90,0.5042,-5.0115,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.263425827026367}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -5.720356464385986}]",False
627,Jacobs PAA Salary,Utilities,,Classification: Jacobs PAA Salary | Discipline: Utilities,Utilities surveyor,Ro_70_10_93,0.4211,-7.7188,"[{'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'ce_score': -10.826848983764648}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -10.9976224899292}]",False
628,Jacobs PAA Salary,Structures,Civil Structures - Bridges - Team 1,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Bridges - Team 1,Civil engineer,Ro_50_20_11,0.4549,-7.155,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.458682060241699}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.531859397888184}]",False
629,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
630,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
631,Jacobs PAA Salary,Building Structures,Building Structures Eng,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Building Structures Eng,Structural engineer,Ro_50_20_83,0.5132,-6.9497,"[{'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'ce_score': -6.973534107208252}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.034041404724121}]",False
632,Jacobs PAA Salary,Structures,Civil Structures - Retaining Walls Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Retaining Walls Engineer,Civil engineer,Ro_50_20_11,0.5503,-5.0234,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.814136981964111}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.0152997970581055}]",False
633,Jacobs PAA Salary,Building Structures,Building Structures Eng,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Building Structures Eng,Structural engineer,Ro_50_20_83,0.5132,-6.9497,"[{'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'ce_score': -6.973534107208252}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.034041404724121}]",False
634,Jacobs PAA Salary,Structures,Senior Bridge Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Senior Bridge Engineer,Bridge engineer,Ro_50_20_06,0.6282,-3.5768,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.97501277923584}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.352521896362305}]",False
635,Jacobs PAA Salary,Structures,Graduate Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Graduate Structural Engineer,Structural engineer,Ro_50_20_83,0.6063,-3.7519,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.003375053405762}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -7.525274753570557}]",False
636,Jacobs PAA Salary,Road Civil,Roads & Civil,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads & Civil,Highways engineer,Ro_50_20_41,0.429,-8.6491,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.097648620605469}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -9.316152572631836}]",False
637,Jacobs PAA Salary,Structures,Civil Structures - Retaining Walls Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Retaining Walls Engineer,Civil engineer,Ro_50_20_11,0.5503,-5.0234,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.814136981964111}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.0152997970581055}]",False
638,Jacobs PAA Salary,Geotechnical,Geotechnical: Civil Structures,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotechnical: Civil Structures,Geotechnical engineer,Ro_50_20_37,0.6572,-4.2723,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -5.167243480682373}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -5.9605631828308105}]",False
639,Jacobs PAA Salary,Geotechnical,Geotechnical: Civil Structures,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotechnical: Civil Structures,Geotechnical engineer,Ro_50_20_37,0.6572,-4.2723,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -5.167243480682373}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -5.9605631828308105}]",False
640,Jacobs PAA Salary,Structures,Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.5819,-2.5079,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -6.473986625671387}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -7.143581867218018}]",False
641,Jacobs PAA Salary,Structures,Structures - Noise Walls,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Structures - Noise Walls,Structural engineer,Ro_50_20_83,0.4326,-7.8896,"[{'title': 'Acoustic engineer', 'code': 'Ro_50_20_02', 'ce_score': -8.431225776672363}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -8.726236343383789}]",False
642,Jacobs PAA Salary,Drainage,Drainage,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Drainage,Drainage engineer,Ro_50_20_28,0.5386,-4.3689,"[{'title': 'Irrigation consultant', 'code': 'Ro_50_30_42', 'ce_score': -8.866853713989258}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -9.411661148071289}]",False
643,Jacobs PAA Salary,Road Civil,Roads & Civil,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads & Civil,Highways engineer,Ro_50_20_41,0.429,-8.6491,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.097648620605469}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -9.316152572631836}]",False
644,Jacobs PAA Salary,Drainage,Drainage,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Drainage,Drainage engineer,Ro_50_20_28,0.5386,-4.3689,"[{'title': 'Irrigation consultant', 'code': 'Ro_50_30_42', 'ce_score': -8.866853713989258}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -9.411661148071289}]",False
645,Jacobs PAA Salary,Design Management,Assistant PDM North,Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Assistant PDM North,Design manager,Ro_50_10_22,0.5076,-5.5033,"[{'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -8.974944114685059}, {'title': 'Building designer', 'code': 'Ro_50_10_10', 'ce_score': -9.012674331665039}]",False
646,Jacobs PAA Salary,Structures,Bridge Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Bridge Engineer,Bridge engineer,Ro_50_20_06,0.6185,-2.8367,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.4414873123168945}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.68302059173584}]",False
647,Jacobs PAA Salary,Project Management,Quality Advisor,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: Quality Advisor,Project manager,Ro_30_10_67,0.4549,-5.1704,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -7.417130947113037}, {'title': 'Management consultant', 'code': 'Ro_10_40_52', 'ce_score': -7.4610443115234375}]",False
648,Jacobs PAA Salary,ITS (Surface),ITS Modeler,Classification: Jacobs PAA Salary | Discipline: ITS (Surface) | Position: ITS Modeler,Architectural technologist,Ro_50_10_05,0.3882,-10.0412,"[{'title': 'Management consultant', 'code': 'Ro_10_40_52', 'ce_score': -10.314199447631836}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -10.32777214050293}]",False
649,Jacobs PAA Salary,Geotechnical,Geotechnical: Civil Structures,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotechnical: Civil Structures,Geotechnical engineer,Ro_50_20_37,0.6572,-4.2723,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -5.167243480682373}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -5.9605631828308105}]",False
650,Jacobs PAA Salary,Structures,Civil Structures - Retaining Walls Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Retaining Walls Engineer,Civil engineer,Ro_50_20_11,0.5503,-5.0234,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.814136981964111}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.0152997970581055}]",False
651,Jacobs PAA Salary,Road Civil,Roads & Civil,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads & Civil,Highways engineer,Ro_50_20_41,0.429,-8.6491,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.097648620605469}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -9.316152572631836}]",False
652,Jacobs PAA Salary,Digital Engineering,Structures BIM Coordinator,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: Structures BIM Coordinator,Structural engineer,Ro_50_20_83,0.5435,-7.3082,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -8.001114845275879}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -8.392059326171875}]",False
653,Jacobs PAA Salary,Structures,Structures - Piled Retaining Walls Team A,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Structures - Piled Retaining Walls Team A,Structural engineer,Ro_50_20_83,0.4393,-7.8414,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -8.222108840942383}, {'title': 'Building trades', 'code': 'Ro_70_50', 'ce_score': -8.55575942993164}]",False
654,Jacobs PAA Salary,Structures,Lead Revit modeller,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Lead Revit modeller,Design lead,Ro_30_50_25,0.4097,-8.5584,"[{'title': 'Asset management lead', 'code': 'Ro_30_50_04', 'ce_score': -9.188640594482422}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.612820625305176}]",False
655,Jacobs PAA Salary,Structures,Civil Structures - Bridges - Team 1 / 3,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Bridges - Team 1 / 3,Civil engineer,Ro_50_20_11,0.4413,-7.0402,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.222878932952881}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.3431525230407715}]",False
656,Jacobs PAA Salary,Structures,Structures - Noise Walls,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Structures - Noise Walls,Structural engineer,Ro_50_20_83,0.4326,-7.8896,"[{'title': 'Acoustic engineer', 'code': 'Ro_50_20_02', 'ce_score': -8.431225776672363}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -8.726236343383789}]",False
657,Jacobs PAA Salary,Road Design,Civil Designer,Classification: Jacobs PAA Salary | Discipline: Road Design | Position: Civil Designer,Civil engineer,Ro_50_20_11,0.4859,-6.2535,"[{'title': 'Urban designer', 'code': 'Ro_50_30_94', 'ce_score': -7.925425052642822}, {'title': 'Building designer', 'code': 'Ro_50_10_10', 'ce_score': -8.392370223999023}]",False
658,Jacobs PAA Salary,Structures,Structural Engineer,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.5819,-2.5079,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -6.473986625671387}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -7.143581867218018}]",False
659,Jacobs PAA Salary,Digital Engineering,DIGITAL HYDRALIC LEAD,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: DIGITAL HYDRALIC LEAD,Digital engineer,Ro_50_20_26,0.4773,-4.1469,"[{'title': 'Design lead', 'code': 'Ro_30_50_25', 'ce_score': -6.603812217712402}, {'title': 'Construction lead', 'code': 'Ro_30_50_19', 'ce_score': -6.63864278793335}]",False
660,Jacobs PAA Salary,Road Civil,Roads & Civil,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads & Civil,Highways engineer,Ro_50_20_41,0.429,-8.6491,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.097648620605469}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -9.316152572631836}]",False
661,Jacobs PAA Salary,Structures,Civil Structures - Bridges - Team 1,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Bridges - Team 1,Civil engineer,Ro_50_20_11,0.4549,-7.155,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.458682060241699}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.531859397888184}]",False
662,Jacobs PAA Salary,ITS (Surface),Geospatial Analyst,Classification: Jacobs PAA Salary | Discipline: ITS (Surface) | Position: Geospatial Analyst,Geotechnical engineer,Ro_50_20_37,0.4758,-6.0614,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -6.690053939819336}, {'title': 'Geographic information system consultant', 'code': 'Ro_70_30_35', 'ce_score': -8.042665481567383}]",False
663,Jacobs PAA Salary,Structures,Civil Structures -Cut & Cover STNP Lead,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures -Cut & Cover STNP Lead,Construction lead,Ro_30_50_19,0.4372,-7.1378,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -8.38114070892334}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.096199035644531}]",False
664,Jacobs PAA Salary,Geotechnical,Geotechnical Engineer,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotechnical Engineer,Geotechnical engineer,Ro_50_20_37,0.6633,-1.4032,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -3.33477783203125}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.825456142425537}]",False
665,Jacobs PAA Salary,Structures,Civil Structures - Bridges - Team 3,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Bridges - Team 3,Civil engineer,Ro_50_20_11,0.4444,-7.0702,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.352088928222656}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.427617073059082}]",False
